image,pins,outputs
31.png,"[(39, 34), (49, 6), (84, 7), (28, 68), (73, 36)]","[21.068196243523325, -5.80929361309301, 6.354988590970589, 11.403449286025584, -6.631561183886407]"
32.png,"[(87, 58), (18, 74), (34, 71), (14, 23), (83, 34), (81, 5), (84, 25)]","[15.791625923916085, 20.339443662147236, 13.764037366662594, 8.380411615057566, 14.301101148296098, 13.766541805606906, 17.924825257375236]"
33.png,"[(90, 61)]",[16.480127288269287]
34.png,"[(41, 69), (18, 15), (28, 49), (98, 48), (31, 42), (27, 36)]","[14.687426427465757, 13.039913355049604, 28.87042162089714, 26.481955711225673, 29.54705469681703, 26.861294265546363]"
35.png,"[(80, 70), (10, 1), (52, 22), (98, 68), (75, 51), (96, 13), (35, 27), (19, 42)]","[9.122959422362976, 18.577322526422872, 18.268407415568927, -9.599835546841991, 16.69924770157346, -11.708735510281418, 34.124582959101616, 16.220775087349082]"
36.png,"[(11, 16), (91, 2), (54, 51), (73, 48)]","[15.30661710688049, 11.619721838855519, 16.465078170506274, 27.340024121405555]"
37.png,"[(65, 84), (28, 9), (46, 51)]","[-29.59276227609611, 15.307647861384924, 10.73214525235022]"
38.png,"[(16, 50), (29, 87), (40, 49), (50, 7), (56, 93), (59, 26), (75, 18), (19, 96), (28, 9)]","[16.017399638119613, 36.585440174235664, 20.51733880163611, 20.46827325431346, 15.77537198179548, 10.14937231162011, 22.208880619801654, 16.13266846829812, 35.29076907321594]"
39.png,"[(69, 8), (94, 39)]","[0.8871521230231445, -13.423417656887167]"
40.png,"[(78, 52), (50, 93), (26, 41), (96, 96), (69, 42)]","[11.862407879759083, 27.34225135540796, -6.063581181198005, -1.4655416528248986, 20.97943648350085]"
41.png,"[(33, 26), (13, 1), (26, 74), (4, 57)]","[39.70306141371867, 26.474900888120594, 32.57160043156328, 28.512961936267278]"
42.png,"[(11, 21), (57, 44), (40, 84), (49, 48)]","[26.033746278967374, 3.516853919581507, -0.39553138645015246, 23.88830997891313]"
43.png,"[(48, 61), (40, 27), (13, 2), (89, 65), (7, 12), (59, 51), (32, 76), (87, 14)]","[-1.5771125989066235, 7.915459119127924, 16.11397618215579, 8.304559005333825, 18.134320305820346, -6.0662394563321005, 10.445897444646372, 9.224139952474095]"
44.png,"[(90, 54), (93, 64), (19, 86), (1, 62)]","[6.740791067509577, 11.562764300288851, 1.18175563986616, 46.15188592222991]"
45.png,"[(74, 0), (92, 15), (16, 12), (23, 33), (26, 87), (2, 66), (99, 63), (10, 75)]","[8.16474617578531, 11.187844579127757, 11.60488097451985, 11.645787662011232, 11.27255888438801, 18.975023863370637, 13.9571523613676, 18.877564676267177]"
46.png,"[(94, 73), (56, 73), (8, 51), (36, 38), (14, 52), (52, 56), (93, 56), (7, 26)]","[11.966470659905392, 3.8236891000551227, 12.693599216852508, 14.542443179916166, 1.919015713351226, 12.994265665180347, 11.008343800525441, 23.54612627093637]"
47.png,"[(90, 17)]",[20.654840775359748]
48.png,"[(1, 24), (3, 26), (49, 48), (21, 21)]","[20.659702410211498, 19.08002070746074, 6.353842940721113, 14.070109223828302]"
49.png,"[(30, 63), (36, 33), (84, 35)]","[25.402988388441425, 21.325284037266186, 28.11564231081547]"
50.png,"[(7, 39), (7, 71), (19, 32)]","[18.34137691266856, 16.834186419944203, 17.16748901029906]"
51.png,"[(27, 43), (98, 65), (18, 6), (7, 44), (75, 76), (78, 80), (51, 18), (7, 90)]","[21.480385122553106, 17.953787242459324, 12.314846805623505, 6.007569321807286, 26.250952812612013, 12.062153936145299, 1.3862482974282242, 2.6012784040474712]"
52.png,"[(66, 79), (8, 37), (15, 35)]","[13.17361585949529, 11.376400261863083, 13.559980554190766]"
53.png,"[(10, 29), (85, 27), (32, 85)]","[13.617269018468795, 8.976088415364083, 10.472788031453417]"
54.png,"[(51, 15), (68, 38), (21, 18)]","[9.56979119720994, 16.014299664072386, 9.576302946429584]"
55.png,"[(67, 6), (40, 90), (17, 26), (37, 44), (81, 22)]","[0.6296718519050457, 11.115959155406667, 12.036279142231946, 11.156940228345032, 10.840949116149288]"
56.png,"[(31, 88), (86, 8), (45, 53), (19, 98), (6, 89), (7, 83), (74, 18), (15, 63)]","[33.6597727875583, -9.508237354739414, 20.78683514445223, 16.675600966577512, 28.38297419779007, 28.230886607443107, 15.799530925931574, 24.137056103895752]"
57.png,"[(21, 6), (63, 84), (71, 25), (2, 75), (73, 26), (96, 19), (92, 98), (78, 44)]","[9.794259231158865, -3.864899551441472, 4.076682411833561, 27.05562623422372, 5.6391329596973625, 9.716174743265109, 9.716197392194374, 11.155597448410674]"
58.png,"[(39, 17)]",[23.142723577574227]
59.png,"[(71, 71)]",[-6.513804792764455]
60.png,"[(87, 48), (66, 16), (60, 42), (15, 10), (29, 93)]","[-9.097588705565725, -5.860498438989835, 28.3578077886422, 11.06037575323915, 36.88887249771565]"
61.png,"[(40, 33), (99, 61), (25, 43), (63, 87), (7, 44), (12, 71), (90, 41), (13, 15), (53, 94)]","[4.117342561344801, 23.178117710625322, 2.4245452819728395, 35.20290180004511, 29.833165220510505, 14.15231345954508, 23.528042271710696, 23.584869628794287, 28.821821216995883]"
62.png,"[(3, 55), (2, 25), (50, 22), (42, 65), (21, 40), (45, 27), (34, 48), (0, 10)]","[9.511985067544403, 7.166421787948389, 6.434621474953774, 12.556936039795763, 15.491112780359902, 7.713243631227408, 12.676715433616726, 6.7703372496278185]"
63.png,"[(2, 52), (65, 46), (81, 29), (54, 73), (28, 66), (73, 99), (39, 20)]","[12.736069482598005, 11.744159054676235, 11.865051008832403, 8.201568548439084, 24.76145298143341, 9.988311925645847, 21.68469608803568]"
64.png,"[(53, 68), (99, 13), (93, 11), (76, 53), (44, 72)]","[11.592652969638959, 7.107127711445583, 7.730331490693523, 10.086741691483182, 11.215635302284731]"
65.png,"[(66, 12), (38, 54)]","[43.01487937772906, 28.626442314029056]"
66.png,"[(11, 88), (35, 98), (46, 9), (77, 76), (81, 33), (90, 7), (8, 17), (80, 53), (60, 34)]","[0.6668047920112632, 15.573066725391817, 16.90782117511105, 23.967241424913677, 10.289864369744109, 15.203691195568934, 23.337453696421154, -3.6704151763912156, -23.028154102093474]"
67.png,"[(91, 33)]",[18.511976407857627]
68.png,"[(21, 52), (94, 36), (62, 95), (95, 51), (63, 12), (39, 79), (97, 64), (52, 94)]","[30.558409568744914, 43.498166022445446, 13.331689953300113, 36.6852157446942, 13.567418047134126, 32.17163966726238, 39.29830445383322, 20.29375039356797]"
69.png,"[(79, 57)]",[14.789453598714978]
70.png,"[(96, 14), (92, 90), (45, 89), (67, 69), (33, 37), (53, 31)]","[12.480304243912128, 12.480277932464839, 11.335529717338405, -4.165838094349866, 12.480275813674325, 3.9208813353034113]"
71.png,"[(67, 40), (41, 58), (73, 52), (74, 65)]","[4.6671153960426, 32.47523840297832, 24.94416273606695, 2.380931575960075]"
72.png,"[(23, 24)]",[8.572191301653204]
73.png,"[(10, 27), (60, 26), (56, 50)]","[7.966933674157771, 15.4369136632072, 8.082592526861458]"
74.png,"[(11, 64)]",[31.749813162681832]
75.png,"[(57, 54), (85, 18), (87, 23), (53, 5), (93, 10), (64, 38), (65, 54), (99, 4)]","[14.781571899947648, 6.194614573258013, 4.216191953673309, 11.71911678917107, 4.331114355078709, 6.559446795125107, 17.282992392442196, 5.018390394988314]"
76.png,"[(95, 4), (68, 8), (51, 64), (59, 29), (65, 84), (48, 26), (80, 9), (31, 98)]","[9.356996234619297, -5.679276484217554, 4.24540332711953, -4.472643674777579, -4.665574268459711, 4.2523665851599155, -7.214308451078046, 22.401792240857517]"
77.png,"[(69, 85), (38, 90)]","[18.540085206303043, 21.80286218344138]"
78.png,"[(66, 73), (56, 18), (47, 70), (93, 26), (9, 70), (9, 38), (35, 47)]","[-2.189090107813124, 2.285418867223208, 17.087223599648414, 9.381526251050904, 26.497686217850887, 26.219229794725184, -1.0079025154639814]"
79.png,"[(65, 26), (16, 78)]","[14.842942813044223, 14.842942809926095]"
80.png,"[(1, 33), (9, 90)]","[31.627911968021824, 0.1675589846832306]"
81.png,"[(66, 15)]",[22.979504213364446]
82.png,"[(85, 45), (79, 92), (9, 32), (99, 94)]","[12.116656171495839, 4.293421475610826, 8.699618358860425, 14.914650538192681]"
83.png,"[(48, 43), (82, 26), (39, 72), (95, 69), (65, 16)]","[3.651412370111344, 1.218775345066525, 14.42916018907852, -6.664961548524321, 30.415443984885936]"
84.png,"[(26, 19), (72, 49), (4, 14)]","[25.631191493548844, 13.209521063876858, 12.057449340888343]"
85.png,"[(20, 4)]",[44.541406408501274]
86.png,"[(77, 98), (14, 32), (31, 43), (93, 98), (32, 79), (86, 32), (2, 1)]","[12.549560942435194, 13.81997769433902, 16.50150217602296, 9.505021655118858, 7.21337712618231, 16.344450499540393, 36.652000439873774]"
87.png,"[(80, 87), (72, 49), (82, 18), (74, 13), (8, 14), (45, 75)]","[14.831977261026516, 13.698790581293203, 13.87363430004554, 14.357603182147143, 12.475588208598266, 14.665637821819427]"
88.png,"[(42, 56), (69, 44), (19, 36)]","[20.59010356193794, 13.157181910073104, 18.090085317299295]"
89.png,"[(50, 86), (38, 59)]","[16.743191622433685, 16.74546185620067]"
90.png,"[(58, 90), (30, 46), (63, 92), (44, 26), (9, 12), (87, 12), (90, 90)]","[14.29614537468799, 14.188174081832152, 21.180055412318104, 15.28131207418433, 16.716194835639357, 14.227388455330287, 14.137711821599362]"
91.png,"[(97, 55), (75, 76), (21, 75), (75, 19), (17, 18), (59, 32)]","[-5.8663207544767175, 9.82442922740677, 22.187330467240574, 9.824429230220625, 16.958688337511937, 11.67050785284643]"
92.png,"[(70, 76), (54, 65), (12, 21), (32, 99), (87, 50), (72, 52), (12, 91)]","[-4.974757117826495, 16.567942135879857, 27.788627097033544, 11.25961865480512, 16.371340310912995, 23.943950094209168, 7.830042317416431]"
93.png,"[(93, 52)]",[9.592300824533966]
94.png,"[(58, 56), (79, 30), (66, 30), (8, 60), (0, 38), (19, 16), (46, 34), (56, 46)]","[13.891577972638885, 0.24235840927219587, 14.35918223568834, 18.00988807455188, 12.894447317477516, 28.0189951335624, -4.319516017509853, 17.779199774741027]"
95.png,"[(89, 18), (48, 66), (18, 81), (11, 43), (33, 80)]","[-6.0994522356805065, 9.936265306952878, 17.645007328198457, 9.636809727749542, 21.51056748073869]"
96.png,"[(98, 21), (42, 3)]","[1.0777710475676476, 17.804713221962714]"
97.png,"[(50, 84), (98, 72), (10, 25), (17, 22), (3, 62)]","[26.61031130045006, 25.839499286600283, 23.19795678842364, 25.78070437180104, 21.067813932125972]"
98.png,"[(74, 12), (99, 88), (83, 57), (68, 47), (70, 88)]","[22.82073121819315, 12.547285081358599, -13.887203778921469, 16.207576243395266, 19.213824069405266]"
99.png,"[(36, 28), (62, 63), (60, 47), (60, 1)]","[20.310940886244428, 26.655539310340377, 24.31208036374548, 26.50047254484121]"
100.png,"[(79, 78), (54, 26), (6, 24), (28, 8), (27, 84), (61, 21)]","[18.95079433034609, 11.414199844262068, 11.628854576758473, 11.117663462618708, 31.503872693766205, 11.035077811693931]"
101.png,"[(38, 3), (80, 86), (26, 24), (88, 4), (0, 94)]","[12.572468500520625, 17.387583267563837, 17.9577601381541, 9.242501696855854, 12.547270268051678]"
102.png,"[(74, 96)]",[8.84063525806797]
103.png,"[(55, 19), (50, 56), (5, 12)]","[33.590686738292774, 4.543693369128384, 25.737253595227322]"
104.png,"[(74, 40), (78, 40), (9, 12)]","[17.18310472797228, 14.341922275354172, 5.222609808062778]"
105.png,"[(46, 2), (22, 98), (43, 84), (86, 97), (5, 19)]","[3.9098725113508372, 18.938363736443932, 0.42921798385370247, 4.802822329642151, 23.075690367454662]"
106.png,"[(55, 8), (64, 66), (57, 71), (57, 26), (83, 41), (77, 37)]","[17.54329109126058, 14.00886414410184, 19.096255467737624, 19.04552665799601, -7.119282232907218, -4.675097531885574]"
107.png,"[(74, 38), (33, 38)]","[20.78494606394029, 22.672616522140157]"
108.png,"[(60, 1), (80, 57)]","[10.695529396924497, -13.28677279185443]"
109.png,"[(91, 88)]",[-16.519423358092887]
110.png,"[(13, 33), (51, 30), (81, 57), (97, 8), (76, 97)]","[33.860285790443086, 28.213915528000303, 37.43523650853658, 33.920905439399704, 26.34813152512195]"
111.png,"[(77, 89), (51, 48), (2, 98), (8, 37), (88, 10)]","[11.663501290285888, 10.980229507777741, 14.227124932992371, 13.258947634529523, 12.128755836407185]"
112.png,"[(18, 81), (79, 55), (67, 19), (22, 47)]","[1.050215626201282, 32.8200088824858, 29.882299659921124, 17.104921177567675]"
113.png,"[(47, 12), (88, 48), (90, 74), (42, 0), (88, 94)]","[-4.976293915605535, -9.429629001087036, -9.288733952739625, 14.229143647408472, 31.42234917665855]"
114.png,"[(3, 92), (92, 73), (34, 39), (81, 34), (27, 7), (39, 92)]","[13.976759642434494, 10.478065556636418, 10.25641581838567, 28.98346968662969, 9.337426006633873, 14.153450721152602]"
115.png,"[(81, 36), (12, 84), (87, 13), (25, 87), (60, 22), (73, 76), (87, 62)]","[1.6851183274474797, 21.69819685410473, 10.307569374202995, 8.032774229893505, 16.189202462225342, -5.676494015639632, 6.42263715043401]"
116.png,"[(28, 89), (97, 75), (2, 32), (7, 24), (88, 63), (35, 35)]","[52.71095055166317, 3.01852291401534, 13.960924403719737, 20.469750399235483, 40.36595256537573, 5.999338164720905]"
117.png,"[(8, 43), (13, 23), (81, 35), (7, 18)]","[11.867122448986843, 12.048449568912151, 8.56518747846409, 11.864806873500436]"
118.png,"[(94, 86), (3, 6), (91, 4), (69, 43), (63, 53), (42, 80), (4, 42), (17, 22)]","[9.7323670688451, -13.666225630173397, 11.944706579992383, 29.46347389300278, 5.364842815248865, 6.743297284399513, -14.392104747985934, -5.24241544183025]"
119.png,"[(3, 75), (1, 33), (96, 47), (57, 17), (92, 41), (61, 42), (32, 95), (13, 94)]","[21.096933691595144, 20.8076795885905, 21.96745852511593, 20.987198028418465, 14.581279455455029, 20.87859146141682, 23.87797660889762, 14.677315889775715]"
120.png,"[(31, 79), (57, 67), (23, 89), (75, 52), (25, 40), (48, 60), (74, 94), (41, 10)]","[10.197352982745437, 10.19735296861624, 10.19735296861624, 10.19735296861624, 10.19735296861624, 10.19735296861624, 10.19735296861624, 10.19735296861624]"
121.png,"[(66, 17), (21, 26), (46, 92), (72, 93), (19, 35), (64, 63)]","[8.141220232167653, 3.739204491438289, 3.4141535192380053, -0.29285869585697943, 3.827274517192436, -2.1488354382523687]"
122.png,"[(19, 24)]",[14.58383287364384]
123.png,"[(9, 49), (11, 31)]","[10.781086569708094, 11.55338266261946]"
124.png,"[(42, 65), (11, 99), (33, 99), (21, 34), (26, 46), (1, 40), (1, 41)]","[14.978807799773719, 1.2066718612845588, 30.828527224823905, 12.178470536203177, 22.520971287535094, 21.01272601866387, 20.99875938390301]"
125.png,"[(35, 72), (81, 38), (69, 63)]","[14.09173215723076, 23.22479158409655, 7.213066290342956]"
126.png,"[(71, 59), (19, 18), (28, 47), (99, 42), (17, 99), (5, 34), (62, 6)]","[-1.4464538194550765, 14.616830561647133, 10.807769701933577, 11.388375904070426, 14.616095332536027, 33.30530169733723, -12.797678868497592]"
127.png,"[(65, 76), (38, 11), (94, 18), (33, 48)]","[31.272808465634853, 7.818808943240855, 8.003176957658702, 20.34674913627158]"
128.png,"[(75, 82), (32, 65), (86, 20), (77, 85), (69, 46), (22, 67), (17, 61)]","[15.92295972858167, 22.91394169349797, 7.5458109513085585, 9.734516628934875, 15.856871208954715, 15.096591060593367, 4.955190435184107]"
129.png,"[(61, 16), (32, 60), (66, 10)]","[14.551920571294554, 10.022791429578316, 13.250673392504169]"
130.png,"[(42, 91), (3, 28), (23, 7), (60, 2), (69, 48), (59, 39)]","[22.043060877347116, 25.228922186583198, 24.94925248800939, 24.952909562041917, 30.51829060468242, 26.997036740842447]"
131.png,"[(83, 14)]",[22.140457790914063]
132.png,"[(27, 39)]",[15.583549367560902]
133.png,"[(98, 31), (77, 32), (92, 13), (89, 93), (84, 80)]","[18.843116443278017, 17.955051444596105, 10.363661323800063, 6.81540435913776, 21.274194144240422]"
134.png,"[(55, 83), (55, 95), (78, 54), (90, 21), (71, 92), (66, 0)]","[11.853947472180336, 11.853947472027786, 14.082322314295142, 30.73198681700082, 11.884230211092646, 11.845429894935362]"
135.png,"[(21, 42), (56, 72), (37, 55)]","[12.313107066757063, 15.85700608791436, 20.236097842753132]"
136.png,"[(92, 15), (80, 26), (87, 13), (9, 62), (76, 40), (60, 73), (76, 85), (98, 91), (10, 33)]","[11.783264645187696, -12.175459274379707, 20.04648007187624, 14.291445943624302, 13.809105539924712, 1.820760394199843, -2.0348841904919963, 6.7188402512572045, 18.229694222141998]"
137.png,"[(73, 45), (0, 72), (51, 38), (74, 50), (87, 41), (4, 24), (32, 25), (30, 30)]","[14.25149564399121, 12.656458822808865, 14.62866361630841, 12.620004447772565, 28.28235750226912, 12.381978600257698, 34.080832300155315, 34.57362589592491]"
138.png,"[(50, 55), (14, 56)]","[7.968209128559566, 6.221363324950612]"
139.png,"[(82, 10), (95, 10)]","[17.166065596049386, 11.447309094714349]"
140.png,"[(67, 65), (85, 64), (9, 94), (86, 65), (31, 39)]","[-7.475520779245548, 18.92798077611244, -8.261598674452749, 20.372354551891807, 16.61745973815899]"
141.png,"[(64, 42), (23, 76), (24, 15), (55, 37)]","[9.924944732001016, 16.25291364740317, 53.13100764989273, 10.261064737887274]"
142.png,"[(5, 68), (74, 59), (97, 76), (53, 15), (30, 32), (99, 66), (71, 99)]","[25.181429409653617, 24.58185188409718, 0.8909277730187153, -2.7103900046817713, 23.67227358920177, -2.3018621763403777, 24.167104377522115]"
143.png,"[(38, 35), (50, 7), (83, 81), (23, 30), (79, 75), (72, 57), (15, 91), (17, 90), (61, 58)]","[34.67776935080382, 3.3126413295396913, 29.616951868165753, 33.151535732559296, 18.61090637761233, 24.87653062864498, 5.953997143462531, 6.986904808611505, 16.98116260467315]"
144.png,"[(3, 34), (82, 40), (15, 11), (11, 73)]","[28.80591414263767, 0.017551866956317608, 28.605825759179808, 19.781625819969737]"
145.png,"[(77, 94), (70, 32), (4, 58), (95, 14), (51, 6), (79, 47), (57, 18)]","[23.692692897860272, 23.086277305264318, 18.788625276583414, 14.166845188477904, 6.711898897784425, 1.5364249556947844, -17.049157646372194]"
146.png,"[(86, 10), (85, 47), (24, 69), (0, 67), (75, 95), (39, 90), (91, 77), (59, 71), (47, 50)]","[-0.03399614610450602, -8.979198596183199, 26.36773344946695, 12.729469145898193, 22.646029985375392, 31.86629625179011, 22.737799885551507, 14.401898794259429, -5.043641724854865]"
147.png,"[(71, 17), (59, 9), (41, 85), (56, 84), (84, 68), (46, 0)]","[13.421657531071217, 13.265274671466491, 14.287491297007044, 13.289180744981014, 4.2837357417527, 14.31502431182552]"
148.png,"[(66, 75)]",[13.15994259679935]
149.png,"[(84, 76), (90, 3), (32, 14), (51, 24), (85, 81), (74, 88), (1, 78), (88, 70)]","[5.048060400995672, 15.699858268823613, 13.274318936460984, -18.46045091720507, 17.96873170394843, -5.987263286288423, 8.838928370113523, 6.012185792539699]"
150.png,"[(1, 17)]",[18.0015347224744]
151.png,"[(31, 18), (76, 40), (12, 84), (68, 94), (98, 7), (71, 52), (63, 93), (91, 14), (70, 1)]","[31.665710217767707, -5.5922679342549095, 28.28371957650649, 10.075664521321395, -6.8254108655974015, 1.906554905469093, 7.695351197455766, -8.668791453966, 1.9443311489462816]"
152.png,"[(14, 12), (22, 5), (81, 53), (61, 48), (83, 26), (85, 35)]","[15.078175018290217, 23.42870715486765, -2.167003092655609, 12.359133497679762, -2.4817285849334043, 4.498167761819302]"
153.png,"[(11, 24)]",[23.26124090613938]
154.png,"[(72, 31)]",[-17.408455681372637]
155.png,"[(87, 53)]",[7.634867881731402]
156.png,"[(34, 11)]",[18.289187377314217]
157.png,"[(28, 79), (44, 52), (1, 22), (1, 87), (77, 80), (79, 77), (99, 1)]","[32.739814334595465, 8.171253317408697, 14.732166274581342, 9.767471897840931, 13.149373258319871, 15.272174305928608, -1.923076980762457]"
158.png,"[(45, 98), (31, 91), (76, 86), (78, 51), (91, 30), (64, 13)]","[12.296490238522207, 15.524737708018623, 15.973100683811744, 15.718160788325427, 8.63605746368169, 21.02176309674906]"
159.png,"[(67, 32), (72, 21), (50, 21), (75, 11), (59, 25), (34, 85), (42, 49)]","[-9.166043388195632, -11.23985115134998, 6.127307254988048, 4.28319504594328, -7.011011255145169, -5.982399682500049, 11.363771395079121]"
160.png,"[(1, 15)]",[23.17708360070852]
161.png,"[(66, 0), (43, 20), (28, 24), (58, 11), (57, 50)]","[18.508968389091788, 3.155465671663877, -0.09927537776317963, 14.478943587890022, 14.937596699472515]"
162.png,"[(4, 46), (17, 2), (80, 10), (13, 3), (59, 65), (74, 59), (34, 66), (33, 1), (4, 89)]","[11.593266380763671, 17.359994370710258, 23.430484203439107, 17.49629623627166, 14.743820565284011, -3.2756254643561666, 16.1240630344468, 18.05776184706262, 4.410245609270897]"
163.png,"[(49, 36)]",[16.988273061902245]
164.png,"[(99, 51), (80, 2), (87, 99), (96, 2), (77, 71), (12, 0), (69, 88), (44, 80)]","[9.09364412443918, 14.26547220678405, 9.977476947722623, 10.207383887307023, 15.616578372579914, 10.475137792617751, 6.913638798636221, 11.41810243902237]"
165.png,"[(85, 78), (28, 53), (80, 3), (45, 24), (55, 19)]","[-11.53126695030864, 34.770033816776184, 30.571748634246504, 13.35671135123074, 13.413916121202753]"
166.png,"[(63, 5), (36, 26)]","[15.357516502499912, 10.464880785283135]"
167.png,"[(51, 16), (89, 95), (67, 62)]","[13.7351217290156, 9.442309152380604, 30.615219272410894]"
168.png,"[(45, 52), (25, 97), (38, 37), (22, 89), (71, 89)]","[10.380847424910822, 27.629006539475675, 21.39267074722395, 30.042680324767954, -1.386390928479705]"
169.png,"[(89, 43), (83, 63), (71, 70)]","[4.16641254674869, 20.40570019714508, 24.146751027132527]"
170.png,"[(63, 63), (89, 72), (6, 66), (15, 3), (43, 86)]","[-14.453164462018826, 5.458592604366526, 29.713227229572766, 15.443852999252957, 8.609616743651733]"
171.png,"[(22, 54), (89, 11), (12, 41), (40, 44), (69, 32)]","[11.111333150087557, 12.097973392933692, 5.88968991184424, 8.761685445461666, 8.690462974890355]"
172.png,"[(45, 28), (19, 25), (12, 95)]","[11.783619664348471, 11.260078018630232, 16.3894947219072]"
173.png,"[(65, 20), (69, 98), (92, 97), (98, 43), (84, 30), (45, 78), (4, 81), (20, 13)]","[13.423450066471958, 13.426646813888345, 23.94139707677894, 21.764142182560892, 16.322250652340717, 14.72001591665564, 13.423498180116763, 15.206941872816898]"
174.png,"[(88, 28), (69, 9), (62, 42), (2, 28), (40, 68)]","[23.94287678382037, 18.253953705703886, 11.649038500231704, 10.6847638674194, -6.958080001666627]"
