image,pins,outputs
13.npy,"[(71, 57), (17, 99), (23, 39), (41, 0), (27, 6), (80, 13), (16, 5), (4, 18), (65, 77), (44, 75)]","[0, 0, 1, 0, 0, 0, 0, 0, 3, 3]"
14.npy,"[(44, 98), (81, 31), (52, 71), (25, 44), (95, 30), (79, 42), (65, 40), (40, 20), (9, 26), (16, 98)]","[1, 0, 3, 0, 0, 0, 1, 0, 0, 1]"
15.npy,"[(27, 5), (43, 27), (35, 25), (81, 35), (84, 43), (73, 33), (85, 20), (96, 12), (65, 3), (16, 83)]","[0, 4, 4, 3, 1, 1, 1, 1, 4, 0]"
16.npy,"[(90, 20), (3, 47), (92, 83), (23, 1), (31, 62), (14, 97), (66, 33), (89, 4), (60, 22), (66, 56)]","[0, 1, 0, 4, 0, 1, 0, 0, 0, 0]"
17.npy,"[(97, 70), (32, 6), (13, 18), (61, 49), (41, 38), (24, 73), (62, 20), (56, 64), (28, 83), (83, 13)]","[0, 1, 0, 1, 1, 0, 7, 1, 1, 1]"
18.npy,"[(90, 97), (90, 73), (73, 44), (90, 63), (90, 2), (29, 58), (94, 6), (24, 55), (12, 6), (6, 72)]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
19.npy,"[(80, 42), (42, 85), (21, 82), (59, 45), (16, 56), (95, 35), (66, 55), (21, 9), (53, 35), (24, 23)]","[0, 0, 1, 0, 2, 0, 0, 1, 0, 2]"
20.npy,"[(44, 64), (8, 40), (22, 64), (16, 3), (57, 93), (78, 96), (50, 8), (17, 69), (69, 36), (14, 11)]","[3, 0, 0, 0, 2, 1, 2, 0, 1, 0]"
21.npy,"[(36, 63), (12, 93), (97, 59), (41, 79), (21, 56), (21, 18), (74, 99), (77, 81), (21, 5), (1, 87)]","[0, 2, 0, 2, 2, 0, 0, 0, 0, 1]"
22.npy,"[(58, 9), (37, 25), (88, 48), (35, 83), (39, 71), (35, 41), (36, 79), (88, 77), (35, 87), (71, 8)]","[1, 2, 1, 1, 3, 1, 1, 2, 1, 3]"
23.npy,"[(36, 58), (64, 7), (78, 41), (18, 38), (11, 8), (48, 20), (69, 81), (25, 77), (86, 79), (95, 88)]","[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
24.npy,"[(17, 72), (43, 12), (10, 30), (39, 4), (19, 27), (60, 6), (22, 57), (33, 50), (99, 93), (2, 17)]","[1, 0, 4, 0, 2, 0, 2, 3, 0, 0]"
25.npy,"[(37, 64), (91, 91), (64, 11), (94, 5), (21, 3), (2, 98), (50, 3), (73, 25), (46, 86), (90, 61)]","[0, 0, 0, 6, 0, 0, 0, 0, 0, 1]"
26.npy,"[(68, 87), (94, 84), (17, 88), (75, 37), (82, 79), (43, 39), (74, 67), (70, 15), (36, 35), (53, 89)]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
27.npy,"[(31, 71), (55, 25), (13, 18), (99, 97), (82, 75), (68, 76), (66, 42), (49, 78), (43, 42), (46, 5)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28.npy,"[(98, 73), (50, 47), (91, 8), (40, 99), (0, 25), (52, 42), (58, 78), (53, 68), (42, 79), (97, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29.npy,"[(64, 45), (30, 10), (51, 24), (42, 21), (44, 41), (4, 67), (90, 64), (47, 26), (78, 3), (67, 84)]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
30.npy,"[(65, 52), (98, 59), (53, 19), (26, 44), (8, 27), (55, 2), (67, 62), (65, 94), (95, 99), (96, 82)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
31.npy,"[(78, 22), (62, 69), (9, 11), (51, 0), (59, 47), (90, 54), (31, 97), (42, 96), (8, 98), (94, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
32.npy,"[(33, 44), (1, 43), (35, 99), (40, 4), (57, 5), (29, 67), (15, 50), (95, 41), (83, 82), (29, 53)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
33.npy,"[(1, 93), (49, 6), (0, 25), (30, 7), (15, 41), (5, 24), (67, 41), (43, 55), (30, 26), (56, 59)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34.npy,"[(84, 85), (44, 97), (41, 76), (0, 32), (96, 84), (95, 89), (87, 34), (2, 42), (96, 16), (75, 18)]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
35.npy,"[(38, 17), (60, 74), (38, 4), (56, 56), (67, 17), (42, 4), (28, 46), (96, 28), (6, 37), (21, 42)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
36.npy,"[(48, 48), (85, 51), (88, 0), (10, 10), (3, 51), (54, 42), (22, 56), (49, 16), (36, 39), (26, 59)]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
37.npy,"[(98, 48), (36, 65), (92, 51), (6, 50), (52, 48), (1, 35), (94, 8), (76, 99), (42, 48), (41, 7)]","[0, 0, 0, 2, 0, 1, 0, 0, 0, 0]"
38.npy,"[(82, 14), (41, 58), (41, 61), (21, 6), (26, 34), (28, 59), (45, 88), (81, 78), (40, 4), (87, 80)]","[4, 1, 1, 0, 2, 0, 0, 0, 1, 0]"
39.npy,"[(61, 88), (92, 47), (98, 20), (2, 74), (10, 84), (79, 43), (94, 8), (19, 5), (73, 18), (40, 35)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40.npy,"[(46, 2), (17, 39), (28, 70), (16, 18), (40, 59), (73, 41), (79, 78), (59, 15), (61, 24), (77, 71)]","[7, 0, 0, 0, 1, 1, 0, 1, 1, 0]"
41.npy,"[(69, 47), (78, 64), (61, 45), (99, 79), (12, 47), (38, 86), (49, 0), (55, 83), (88, 20), (61, 39)]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
42.npy,"[(31, 77), (55, 89), (40, 17), (4, 84), (83, 19), (31, 48), (89, 44), (58, 53), (56, 94), (57, 85)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43.npy,"[(3, 70), (95, 52), (91, 6), (26, 20), (24, 36), (96, 19), (0, 54), (21, 20), (44, 6), (20, 45)]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
44.npy,"[(15, 95), (77, 81), (6, 64), (78, 12), (25, 67), (3, 25), (49, 33), (29, 95), (49, 83), (0, 42)]","[0, 0, 0, 1, 0, 0, 2, 0, 0, 0]"
45.npy,"[(66, 48), (89, 84), (91, 81), (13, 58), (84, 15), (48, 14), (69, 7), (33, 13), (27, 5), (51, 84)]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
46.npy,"[(44, 81), (66, 87), (46, 96), (71, 34), (45, 76), (68, 48), (14, 93), (77, 5), (24, 30), (83, 38)]","[1, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
47.npy,"[(82, 90), (99, 72), (73, 88), (68, 39), (93, 30), (75, 82), (48, 57), (77, 95), (24, 94), (70, 78)]","[2, 0, 2, 1, 0, 2, 2, 2, 3, 2]"
48.npy,"[(56, 59), (70, 35), (35, 48), (33, 22), (37, 39), (37, 14), (89, 83), (72, 54), (16, 98), (81, 5)]","[2, 1, 0, 0, 2, 0, 3, 2, 0, 0]"
49.npy,"[(68, 77), (27, 91), (78, 32), (63, 29), (2, 32), (46, 52), (35, 25), (68, 92), (93, 33), (29, 84)]","[2, 0, 0, 4, 0, 1, 8, 1, 0, 0]"
50.npy,"[(77, 65), (0, 77), (78, 6), (47, 32), (50, 26), (42, 97), (24, 16), (78, 35), (64, 0), (97, 59)]","[0, 0, 1, 2, 7, 2, 2, 2, 1, 1]"
51.npy,"[(52, 59), (6, 77), (44, 60), (35, 50), (37, 33), (32, 52), (73, 67), (11, 12), (10, 91), (1, 11)]","[2, 0, 0, 1, 1, 1, 4, 1, 0, 0]"
52.npy,"[(5, 1), (72, 26), (45, 33), (9, 59), (48, 72), (1, 28), (91, 80), (17, 87), (76, 9), (50, 6)]","[4, 0, 1, 0, 0, 2, 0, 2, 0, 1]"
53.npy,"[(92, 9), (13, 54), (5, 36), (26, 30), (88, 58), (3, 86), (30, 71), (99, 5), (83, 77), (83, 83)]","[1, 0, 0, 0, 3, 0, 1, 2, 0, 2]"
54.npy,"[(83, 16), (48, 73), (46, 55), (51, 64), (66, 28), (77, 47), (36, 62), (31, 57), (82, 65), (55, 36)]","[0, 0, 0, 0, 0, 0, 2, 1, 0, 0]"
55.npy,"[(22, 66), (70, 92), (27, 98), (10, 87), (51, 33), (80, 24), (57, 31), (96, 18), (41, 97), (73, 51)]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
56.npy,"[(51, 56), (85, 76), (4, 85), (60, 19), (28, 68), (26, 6), (56, 8), (90, 12), (60, 16), (65, 15)]","[0, 0, 2, 0, 0, 1, 1, 0, 0, 0]"
57.npy,"[(12, 46), (55, 28), (92, 87), (61, 50), (54, 37), (94, 96), (85, 3), (62, 32), (54, 74), (92, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58.npy,"[(84, 32), (31, 4), (72, 49), (39, 98), (35, 59), (51, 36), (82, 40), (2, 79), (22, 40), (96, 92)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
59.npy,"[(12, 28), (77, 68), (2, 22), (83, 80), (95, 70), (4, 46), (12, 67), (58, 17), (2, 41), (78, 66)]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 2]"
60.npy,"[(99, 21), (94, 48), (57, 42), (82, 97), (75, 18), (76, 7), (84, 32), (97, 16), (31, 48), (53, 1)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61.npy,"[(59, 45), (61, 27), (79, 48), (85, 61), (45, 33), (77, 63), (70, 36), (38, 75), (95, 77), (13, 18)]","[1, 0, 1, 1, 0, 1, 0, 2, 2, 0]"
62.npy,"[(10, 31), (9, 30), (13, 88), (39, 8), (55, 27), (45, 3), (29, 34), (7, 92), (33, 88), (94, 70)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63.npy,"[(56, 84), (82, 50), (44, 96), (1, 30), (62, 59), (15, 12), (36, 8), (48, 93), (78, 15), (93, 62)]","[0, 1, 0, 0, 0, 0, 2, 0, 0, 1]"
64.npy,"[(24, 27), (51, 60), (32, 26), (64, 18), (85, 14), (21, 13), (13, 17), (91, 53), (76, 73), (18, 94)]","[0, 0, 0, 0, 0, 5, 1, 0, 0, 0]"
65.npy,"[(94, 73), (86, 96), (99, 69), (52, 20), (58, 25), (46, 24), (68, 46), (41, 54), (38, 94), (7, 83)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66.npy,"[(55, 68), (51, 88), (19, 29), (95, 46), (74, 16), (30, 93), (89, 69), (56, 67), (33, 34), (24, 79)]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
67.npy,"[(40, 11), (95, 85), (17, 77), (19, 64), (76, 62), (69, 72), (0, 88), (7, 74), (53, 77), (92, 15)]","[0, 1, 2, 3, 3, 5, 0, 0, 5, 0]"
68.npy,"[(71, 85), (73, 14), (99, 63), (87, 93), (9, 5), (78, 84), (86, 36), (51, 75), (25, 33), (64, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
69.npy,"[(64, 83), (67, 61), (21, 7), (9, 71), (64, 8), (29, 54), (67, 49), (69, 61), (86, 58), (97, 29)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70.npy,"[(28, 56), (5, 20), (25, 43), (93, 89), (27, 13), (94, 47), (76, 53), (53, 99), (66, 94), (0, 43)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
71.npy,"[(34, 83), (9, 3), (34, 88), (41, 0), (44, 28), (17, 66), (88, 84), (52, 77), (87, 15), (80, 4)]","[2, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
72.npy,"[(61, 11), (64, 99), (79, 34), (2, 68), (23, 15), (87, 69), (31, 53), (84, 64), (98, 32), (81, 14)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73.npy,"[(64, 21), (41, 87), (38, 82), (73, 83), (48, 21), (72, 5), (48, 85), (54, 12), (78, 70), (28, 93)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74.npy,"[(25, 88), (31, 26), (29, 6), (24, 94), (74, 92), (67, 49), (96, 11), (53, 66), (95, 64), (1, 8)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75.npy,"[(17, 24), (76, 35), (8, 43), (61, 1), (59, 38), (54, 80), (68, 23), (41, 33), (47, 60), (67, 49)]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
76.npy,"[(53, 81), (76, 62), (72, 68), (55, 61), (73, 83), (33, 89), (93, 64), (85, 45), (90, 55), (81, 54)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77.npy,"[(4, 41), (93, 5), (12, 27), (0, 45), (80, 83), (98, 80), (12, 99), (28, 52), (57, 75), (30, 11)]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
78.npy,"[(91, 21), (89, 54), (19, 4), (86, 72), (63, 92), (92, 92), (86, 83), (35, 89), (93, 62), (22, 44)]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
79.npy,"[(3, 87), (93, 23), (24, 87), (26, 53), (9, 7), (9, 44), (11, 30), (60, 8), (38, 0), (5, 73)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
80.npy,"[(6, 63), (46, 99), (33, 17), (52, 90), (95, 63), (30, 40), (65, 96), (10, 15), (35, 28), (86, 55)]","[3, 1, 3, 3, 0, 7, 0, 4, 2, 0]"
81.npy,"[(48, 8), (50, 20), (60, 86), (56, 67), (14, 80), (41, 12), (35, 27), (61, 60), (75, 16), (45, 27)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82.npy,"[(73, 33), (19, 87), (24, 1), (3, 50), (50, 34), (13, 32), (18, 1), (65, 72), (0, 22), (65, 36)]","[0, 0, 4, 0, 5, 2, 2, 0, 2, 0]"
83.npy,"[(13, 57), (17, 34), (88, 98), (51, 30), (81, 37), (13, 73), (18, 13), (84, 85), (90, 30), (95, 20)]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
84.npy,"[(89, 2), (24, 31), (58, 73), (48, 17), (20, 17), (44, 75), (20, 57), (37, 14), (10, 21), (89, 98)]","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
85.npy,"[(47, 26), (40, 28), (42, 79), (67, 70), (3, 93), (59, 47), (52, 35), (15, 1), (68, 83), (20, 55)]","[2, 2, 1, 0, 0, 0, 0, 0, 0, 0]"
86.npy,"[(54, 67), (24, 7), (93, 58), (12, 62), (35, 46), (79, 16), (72, 67), (52, 41), (62, 36), (27, 52)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87.npy,"[(67, 8), (52, 16), (30, 13), (0, 11), (88, 85), (92, 50), (42, 45), (91, 11), (52, 80), (94, 17)]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
88.npy,"[(10, 18), (8, 67), (46, 41), (86, 33), (66, 20), (6, 66), (39, 99), (34, 70), (57, 5), (67, 26)]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]"
89.npy,"[(51, 14), (97, 8), (86, 78), (8, 99), (25, 96), (29, 33), (99, 91), (59, 6), (67, 46), (47, 96)]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
90.npy,"[(69, 23), (5, 72), (8, 23), (9, 73), (79, 14), (15, 61), (59, 98), (61, 21), (93, 90), (86, 23)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
91.npy,"[(30, 68), (4, 16), (8, 73), (85, 44), (54, 39), (68, 41), (65, 71), (27, 49), (10, 32), (71, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92.npy,"[(45, 34), (42, 78), (87, 55), (8, 10), (40, 38), (86, 98), (0, 70), (64, 39), (51, 57), (28, 29)]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
93.npy,"[(86, 68), (20, 66), (66, 36), (26, 19), (4, 29), (5, 45), (10, 24), (61, 48), (37, 21), (37, 59)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94.npy,"[(48, 58), (41, 91), (37, 26), (12, 80), (45, 89), (21, 6), (16, 19), (41, 11), (60, 13), (49, 77)]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
95.npy,"[(15, 52), (22, 97), (12, 46), (47, 37), (93, 65), (41, 35), (88, 68), (90, 87), (59, 63), (35, 40)]","[2, 0, 1, 0, 0, 0, 0, 0, 4, 0]"
96.npy,"[(14, 23), (26, 14), (76, 43), (74, 28), (80, 46), (45, 32), (69, 37), (98, 61), (11, 80), (46, 92)]","[0, 0, 0, 1, 0, 2, 0, 0, 0, 2]"
97.npy,"[(39, 69), (51, 66), (27, 45), (95, 32), (88, 67), (49, 96), (17, 71), (64, 15), (68, 64), (98, 32)]","[2, 1, 4, 0, 0, 3, 2, 0, 5, 0]"
98.npy,"[(55, 96), (23, 30), (2, 15), (74, 69), (70, 47), (4, 16), (69, 91), (11, 84), (24, 92), (37, 64)]","[1, 0, 0, 3, 3, 0, 1, 0, 0, 2]"
99.npy,"[(91, 12), (98, 50), (9, 8), (51, 73), (80, 68), (44, 81), (76, 79), (41, 77), (10, 24), (7, 88)]","[0, 0, 5, 0, 0, 0, 0, 1, 4, 0]"
100.npy,"[(16, 64), (83, 90), (55, 91), (41, 12), (43, 60), (46, 90), (84, 80), (8, 78), (70, 71), (78, 60)]","[1, 0, 3, 2, 0, 5, 0, 1, 1, 0]"
101.npy,"[(63, 36), (34, 19), (93, 14), (71, 32), (27, 76), (60, 1), (1, 21), (95, 68), (61, 1), (29, 46)]","[1, 1, 0, 1, 3, 1, 0, 0, 1, 1]"
102.npy,"[(88, 98), (41, 13), (57, 88), (83, 22), (49, 88), (71, 36), (39, 81), (39, 89), (16, 82), (23, 37)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
103.npy,"[(15, 11), (84, 50), (47, 99), (49, 93), (37, 2), (46, 4), (33, 48), (47, 66), (51, 77), (37, 7)]","[0, 2, 1, 1, 7, 1, 0, 3, 1, 6]"
104.npy,"[(2, 47), (38, 4), (80, 15), (29, 15), (95, 31), (41, 91), (82, 16), (38, 56), (1, 26), (52, 77)]","[1, 5, 0, 2, 0, 0, 0, 1, 5, 1]"
105.npy,"[(75, 87), (15, 2), (97, 19), (44, 44), (24, 9), (9, 53), (78, 20), (35, 40), (71, 37), (86, 87)]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
106.npy,"[(18, 12), (80, 57), (66, 31), (1, 76), (91, 84), (38, 16), (66, 10), (36, 39), (90, 15), (32, 74)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107.npy,"[(26, 83), (70, 63), (33, 97), (93, 23), (61, 97), (62, 12), (13, 69), (14, 86), (84, 37), (50, 23)]","[1, 1, 2, 0, 7, 2, 0, 0, 0, 3]"
108.npy,"[(72, 53), (23, 53), (96, 43), (41, 2), (87, 6), (69, 86), (93, 13), (64, 84), (85, 51), (52, 37)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
109.npy,"[(6, 4), (45, 40), (24, 49), (10, 69), (95, 25), (19, 44), (16, 26), (10, 6), (9, 6), (2, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110.npy,"[(58, 99), (91, 41), (46, 92), (89, 33), (85, 85), (32, 4), (64, 73), (44, 72), (64, 75), (68, 82)]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 0]"
111.npy,"[(80, 11), (88, 17), (81, 86), (45, 51), (4, 99), (15, 77), (27, 87), (34, 92), (42, 80), (88, 49)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112.npy,"[(97, 89), (48, 75), (96, 66), (85, 57), (91, 63), (56, 24), (31, 67), (17, 14), (16, 48), (68, 41)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113.npy,"[(51, 57), (18, 19), (92, 21), (70, 65), (80, 6), (39, 27), (93, 37), (24, 37), (96, 20), (57, 90)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
114.npy,"[(31, 25), (12, 72), (36, 94), (30, 65), (26, 60), (26, 39), (23, 98), (90, 4), (77, 42), (11, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115.npy,"[(41, 54), (84, 59), (60, 50), (60, 79), (64, 70), (49, 90), (8, 34), (54, 81), (75, 22), (71, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
116.npy,"[(92, 29), (21, 67), (34, 53), (35, 20), (27, 53), (37, 49), (1, 82), (20, 0), (90, 72), (16, 22)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117.npy,"[(89, 31), (94, 78), (65, 14), (74, 6), (54, 9), (20, 54), (3, 23), (72, 62), (36, 80), (22, 44)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118.npy,"[(65, 97), (24, 59), (95, 70), (42, 41), (14, 0), (24, 1), (58, 0), (58, 27), (49, 18), (54, 35)]","[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]"
119.npy,"[(67, 73), (74, 12), (20, 21), (29, 1), (28, 99), (74, 38), (74, 35), (20, 13), (85, 15), (24, 0)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
120.npy,"[(52, 22), (56, 31), (10, 62), (9, 29), (32, 42), (28, 8), (5, 81), (67, 50), (24, 80), (19, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
121.npy,"[(46, 90), (70, 38), (30, 97), (8, 50), (83, 21), (48, 9), (9, 96), (43, 57), (83, 23), (62, 66)]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
122.npy,"[(59, 95), (89, 23), (88, 86), (77, 66), (12, 80), (14, 4), (68, 47), (74, 58), (91, 1), (68, 14)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123.npy,"[(89, 52), (63, 1), (56, 95), (2, 60), (50, 63), (27, 61), (97, 19), (93, 50), (98, 56), (74, 97)]","[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
124.npy,"[(67, 77), (87, 52), (11, 27), (36, 75), (67, 37), (37, 77), (87, 3), (9, 31), (12, 57), (36, 96)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
125.npy,"[(54, 53), (87, 23), (36, 90), (98, 86), (84, 72), (97, 35), (41, 24), (28, 53), (38, 42), (3, 66)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126.npy,"[(18, 61), (98, 61), (29, 89), (97, 79), (76, 87), (10, 39), (89, 81), (77, 76), (25, 14), (94, 59)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
127.npy,"[(54, 96), (40, 42), (64, 10), (50, 58), (82, 74), (69, 72), (80, 90), (92, 70), (81, 23), (8, 61)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128.npy,"[(57, 33), (75, 17), (19, 87), (33, 5), (95, 22), (72, 35), (4, 80), (96, 21), (0, 96), (52, 55)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129.npy,"[(74, 23), (50, 4), (69, 14), (12, 63), (72, 34), (51, 35), (21, 71), (36, 24), (55, 23), (97, 34)]","[5, 0, 3, 1, 1, 0, 4, 0, 0, 0]"
130.npy,"[(54, 85), (94, 12), (51, 77), (60, 25), (59, 10), (67, 18), (87, 3), (37, 21), (87, 73), (76, 62)]","[4, 1, 0, 0, 0, 0, 0, 0, 4, 2]"
131.npy,"[(44, 65), (82, 48), (23, 75), (0, 61), (46, 29), (3, 58), (96, 79), (90, 24), (46, 74), (39, 91)]","[3, 0, 1, 2, 0, 1, 0, 0, 3, 2]"
132.npy,"[(77, 36), (75, 87), (97, 12), (67, 54), (14, 81), (80, 64), (98, 46), (46, 88), (51, 80), (65, 67)]","[0, 8, 0, 0, 0, 5, 0, 0, 0, 5]"
133.npy,"[(56, 50), (86, 41), (27, 71), (92, 62), (78, 1), (53, 6), (57, 37), (90, 67), (12, 90), (82, 55)]","[2, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
134.npy,"[(37, 54), (31, 78), (50, 81), (65, 88), (35, 77), (9, 14), (22, 40), (38, 89), (34, 17), (74, 62)]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 2]"
135.npy,"[(2, 92), (61, 79), (99, 26), (83, 99), (19, 89), (25, 4), (98, 28), (86, 3), (29, 20), (55, 39)]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
136.npy,"[(90, 17), (32, 67), (57, 58), (16, 80), (15, 64), (63, 47), (73, 93), (84, 30), (5, 17), (36, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
137.npy,"[(98, 58), (40, 23), (85, 15), (31, 76), (23, 80), (52, 97), (33, 65), (66, 62), (58, 84), (89, 81)]","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
