image,pins,outputs
10.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3529411852359772, 12.341176582500339, 7.917647110298276, 0, 12.670588359236717, 11.698039332404733, 14.058823622763157, 19.48627470806241, 17.00784320384264, 0, 23.996078595519066, 26.560784559696913, 31.694117788225412, 24.22352960705757, 7.007843222469091, 0, 18.40784320794046, 27.537255039438605, 16.988235395401716, 10.090196166187525, 0.0313725508749485, 0, 0.517647061496973, 0.49019608087837696, 0, 0, 0]"
11.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 3.9647059217095375, 8.603921599686146, 0, 0, 0, 3.035294160246849, 18.11764725856483, 21.313725646585226, 1.3921568989753723, 0.1764705926179886, 0, 10.819607928395271, 26.968627711758018, 23.615686483681202, 16.200000070035458, 10.843137372285128, 0, 5.207843199372292, 15.788235452026129, 2.505882415920496, 0, 2.0274510122835636, 0, 0, 0, 0, 0, 0]"
12.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 3.9647059217095375, 8.603921599686146, 0, 0, 0, 3.035294160246849, 18.11764725856483, 21.313725646585226, 1.3921568989753723, 0.1764705926179886, 0, 10.819607928395271, 26.968627711758018, 23.615686483681202, 16.200000070035458, 10.843137372285128, 0, 5.207843199372292, 15.788235452026129, 2.505882415920496, 0, 2.0274510122835636, 0, 0, 0, 0, 0, 0]"
13.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.698039319366217, 9.78823535144329, 6.552941203117371, 2.0039215981960297, 0, 0, 14.48235309869051, 23.36078441888094, 25.470588341355324, 26.419608019292355, 6.458823569118977, 0, 0, 0, 0.7294117957353592, 5.819607928395271, 2.2588235437870026, 0, 0, 0, 0, 0, 0]"
14.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0862745363265276, 12.26666678674519, 13.384313866496086, 2.4784314185380936, 0, 3.9803921915590763, 20.09803937934339, 15.878431493416429, 26.752941384911537, 10.905882440507412, 0, 22.97254914045334, 20.678431507200003, 2.576470647007227, 17.439215945079923, 3.168627515435219, 0, 15.13725501485169, 20.721568800508976, 18.1411766782403, 7.505882488563657, 0, 0, 0, 2.372549071907997, 2.925490263849497, 0, 0]"
15.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 7.870588310062885, 6.788235366344452, 0, 0.9686274975538254, 0, 0.6666666716337204, 23.619607977569103, 9.937255019322038, 14.121568785980344, 12.458823718130589, 0, 7.835294172167778, 24.25098057091236, 21.133333469741046, 15.525490317493677, 1.5294117853045464, 0, 8.239215731620789, 26.58823550492525, 10.03137265983969, 0.16078431997448206, 0, 0, 0, 0, 0, 0, 0]"
16.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 7.870588310062885, 6.788235366344452, 0, 0.9686274975538254, 0, 0.6666666716337204, 23.619607977569103, 9.937255019322038, 14.121568785980344, 12.458823718130589, 0, 7.835294172167778, 24.25098057091236, 21.133333469741046, 15.525490317493677, 1.5294117853045464, 0, 8.239215731620789, 26.58823550492525, 10.03137265983969, 0.16078431997448206, 0, 0, 0, 0, 0, 0, 0]"
17.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0.2705882489681244, 0.5921568907797337, 4.13725496083498, 11.929411908611655, 1.4823529720306396, 0, 9.474509969353676, 5.764706000685692, 12.756862912327051, 23.168627753853798, 5.364705950021744, 0, 14.419607993215322, 14.788235392421484, 24.27450993657112, 18.819608034566045, 0.9529412090778351, 0, 4.250980410724878, 14.792156998068094, 21.50196098908782, 2.901960823684931, 0, 0, 0, 0, 5.262745164334774, 0, 0]"
18.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4.329411797225475, 7.647058881819248, 0, 0, 0, 3.588235381990671, 16.41176492534578, 17.427451126277447, 0, 0, 0.2666666805744171, 11.933333564549685, 14.333333540707827, 7.517647144384682, 0, 0, 6.474509887397289, 14.533333498984575, 0, 0, 0, 0, 6.784313797950745, 7.788235399872065, 0, 0, 0]"
19.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4431373067200184, 9.905882500112057, 9.960784435272217, 9.572549097239971, 2.376470595598221, 1.7764706164598465, 11.325490389950573, 11.03921583481133, 8.917647205293179, 9.784313863143325, 4.423529447987676, 1.8000000268220901, 3.3333333991467953, 1.5568627566099167, 7.925490293651819, 6.07058834284544, 0.0235294122248888, 0, 0, 0, 0, 0, 0]"
20.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0.2705882489681244, 0.5921568907797337, 4.13725496083498, 11.929411908611655, 1.4823529720306396, 0, 9.474509969353676, 5.764706000685692, 12.756862912327051, 23.168627753853798, 5.364705950021744, 0, 14.419607993215322, 14.788235392421484, 24.27450993657112, 18.819608034566045, 0.9529412090778351, 0, 4.250980410724878, 14.792156998068094, 21.50196098908782, 2.901960823684931, 0, 0, 0, 0, 5.262745164334774, 0, 0]"
21.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6901961117982864, 0.5960784628987312, 0, 0, 0.533333346247673, 13.137254998087883, 23.521568786352873, 8.886274583637714, 0, 5.478431403636932, 19.890196215361357, 20.80000014603138, 7.470588311553001, 0, 0, 12.870588269084692, 12.396078497171402, 0.5529411770403385, 0, 0, 0, 0, 0, 0, 0, 0]"
22.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 2.1725490391254425, 2.368627481162548, 0, 5.450980454683304, 9.701960884034634, 0, 14.949019693769515, 23.262745276559144, 3.1803921945393085, 19.04705897346139, 14.686274658888578, 0, 20.145098173059523, 22.43137273704633, 20.086274713743478, 23.627451189793646, 2.670588292181492, 0, 13.254902131855488, 3.9176471238024533, 10.968627528753132, 9.788235368207097, 0, 0, 2.6352941542863846, 0.15294118225574493, 0, 0, 0]"
23.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58039222098887, 2.5450980737805367, 0, 0, 0.968627467751503, 11.756862871348858, 24.12941193766892, 14.215686429291964, 4.258823573589325, 0, 1.0392157062888145, 13.745098192244768, 30.09411787800491, 15.286274682730436, 0.9490196406841278, 0, 11.188235476613045, 16.733333503827453, 11.203921679407358, 1.8431372828781605, 0, 0, 5.2588236182928085, 0.9176470786333084, 0, 0, 0]"
24.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.556862760335207, 0, 1.07450982183218, 12.325490325689316, 8.925490289926529, 10.513725642114878, 11.019608004018664, 0, 9.784313760697842, 28.776470851153135, 23.682353157550097, 12.301960930228233, 1.5843137502670288, 0, 4.070588260889053, 12.933333465829492, 2.243137300014496, 0, 0, 0, 0, 0, 0, 0, 0]"
25.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 2.0862745363265276, 12.26666678674519, 13.384313866496086, 2.4784314185380936, 0, 3.9803921915590763, 20.09803937934339, 15.878431493416429, 26.752941384911537, 10.905882440507412, 0, 22.97254914045334, 20.678431507200003, 2.576470647007227, 17.439215945079923, 3.168627515435219, 0, 15.13725501485169, 20.721568800508976, 18.1411766782403, 7.505882488563657, 0, 0, 0, 2.372549071907997, 2.925490263849497, 0, 0]"
26.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 2.1725490391254425, 2.368627481162548, 0, 5.450980454683304, 9.701960884034634, 0, 14.949019693769515, 23.262745276559144, 3.1803921945393085, 19.04705897346139, 14.686274658888578, 0, 20.145098173059523, 22.43137273704633, 20.086274713743478, 23.627451189793646, 2.670588292181492, 0, 13.254902131855488, 3.9176471238024533, 10.968627528753132, 9.788235368207097, 0, 0, 2.6352941542863846, 0.15294118225574493, 0, 0, 0]"
27.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4980392176657915, 8.46666676364839, 12.858823704067618, 10.623529561329633, 6.329411828890443, 0, 7.913725586608052, 17.862745290622115, 19.219608063343912, 10.450980555731803, 1.1098039355129004, 0, 5.945098079741001, 12.427451096475124, 4.2352941781282425, 0, 0, 0, 0, 0, 0, 0, 0]"
28.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4901960883289576, 6.6941177025437355, 3.870588332414627, 0.6352941393852234, 0, 0, 7.6313725877553225, 16.376470737159252, 16.678431563079357, 14.21176488418132, 5.509804002940655, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5568627566099167, 0.5568627566099167, 0, 0, 0.5843137502670288, 12.121568746864796, 21.67058837460354, 7.396078467834741, 0, 5.121568640694022, 20.54509819857776, 20.874510001391172, 6.450980477500707, 0.003921568859368563, 0, 12.070588309317827, 14.066666781902313, 0.8431372754275799, 0, 0, 0, 0, 0, 0, 0, 0]"
30.png,"[(0, 0), (5, 0), (10, 0), (15, 0), (20, 0), (25, 0), (0, 5), (5, 5), (10, 5), (15, 5), (20, 5), (25, 5), (0, 10), (5, 10), (10, 10), (15, 10), (20, 10), (25, 10), (0, 15), (5, 15), (10, 15), (15, 15), (20, 15), (25, 15), (0, 20), (5, 20), (10, 20), (15, 20), (20, 20), (25, 20), (0, 25), (5, 25), (10, 25), (15, 25), (20, 25), (25, 25)]","[0, 0.3529411852359772, 2.2039215862751007, 0, 0, 0, 0, 5.780392240732908, 13.141176622360945, 0, 0, 0, 0, 10.682353109121323, 21.090196397155523, 11.20000009611249, 2.239215748384595, 0, 0, 7.278431497514248, 27.925490502268076, 23.458823710680008, 16.98039237037301, 1.6784314308315516, 0, 0.08627451211214066, 2.9411765597760677, 15.843137416057289, 19.152941362466663, 2.0039216582663357, 0, 0, 0, 2.0705882478505373, 3.270588249899447, 0]"
