image,pins,outputs
31.png,"[(39, 34), (49, 6), (84, 7), (28, 68), (73, 36)]","[21.068196243523325, -5.80929361309301, 6.354988590970589, 11.403449286025584, -6.631561183886407]"
32.png,"[(87, 58), (18, 74), (34, 71), (14, 23), (83, 34), (81, 5), (84, 25)]","[15.791625923916085, 20.339443662147236, 13.764037366662594, 8.380411615057566, 14.301101148296098, 13.766541805606906, 17.924825257375236]"
33.png,"[(90, 61)]",[16.480127288269287]
34.png,"[(41, 69), (18, 15), (28, 49), (98, 48), (31, 42), (27, 36)]","[14.687426427465757, 13.039913355049604, 28.87042162089714, 26.481955711225673, 29.54705469681703, 26.861294265546363]"
35.png,"[(80, 70), (10, 1), (52, 22), (98, 68), (75, 51), (96, 13), (35, 27), (19, 42)]","[9.122959422362976, 18.577322526422872, 18.268407415568927, -9.599835546841991, 16.69924770157346, -11.708735510281418, 34.124582959101616, 16.220775087349082]"
36.png,"[(11, 16), (91, 2), (54, 51), (73, 48)]","[15.30661710688049, 11.619721838855519, 16.465078170506274, 27.340024121405555]"
37.png,"[(65, 84), (28, 9), (46, 51)]","[-29.59276227609611, 15.307647861384924, 10.73214525235022]"
38.png,"[(16, 50), (29, 87), (40, 49), (50, 7), (56, 93), (59, 26), (75, 18), (19, 96), (28, 9)]","[16.017399638119613, 36.585440174235664, 20.51733880163611, 20.46827325431346, 15.77537198179548, 10.14937231162011, 22.208880619801654, 16.13266846829812, 35.29076907321594]"
39.png,"[(69, 8), (94, 39)]","[0.8871521230231445, -13.423417656887167]"
40.png,"[(78, 52), (50, 93), (26, 41), (96, 96), (69, 42)]","[11.862407879759083, 27.34225135540796, -6.063581181198005, -1.4655416528248986, 20.97943648350085]"
41.png,"[(33, 26), (13, 1), (26, 74), (4, 57)]","[39.70306141371867, 26.474900888120594, 32.57160043156328, 28.512961936267278]"
42.png,"[(11, 21), (57, 44), (40, 84), (49, 48)]","[26.033746278967374, 3.516853919581507, -0.39553138645015246, 23.88830997891313]"
43.png,"[(48, 61), (40, 27), (13, 2), (89, 65), (7, 12), (59, 51), (32, 76), (87, 14)]","[-1.5771125989066235, 7.915459119127924, 16.11397618215579, 8.304559005333825, 18.134320305820346, -6.0662394563321005, 10.445897444646372, 9.224139952474095]"
44.png,"[(90, 54), (93, 64), (19, 86), (1, 62)]","[6.740791067509577, 11.562764300288851, 1.18175563986616, 46.15188592222991]"
45.png,"[(74, 0), (92, 15), (16, 12), (23, 33), (26, 87), (2, 66), (99, 63), (10, 75)]","[8.16474617578531, 11.187844579127757, 11.60488097451985, 11.645787662011232, 11.27255888438801, 18.975023863370637, 13.9571523613676, 18.877564676267177]"
46.png,"[(94, 73), (56, 73), (8, 51), (36, 38), (14, 52), (52, 56), (93, 56), (7, 26)]","[11.966470659905392, 3.8236891000551227, 12.693599216852508, 14.542443179916166, 1.919015713351226, 12.994265665180347, 11.008343800525441, 23.54612627093637]"
47.png,"[(90, 17)]",[20.654840775359748]
48.png,"[(1, 24), (3, 26), (49, 48), (21, 21)]","[20.659702410211498, 19.08002070746074, 6.353842940721113, 14.070109223828302]"
49.png,"[(30, 63), (36, 33), (84, 35)]","[25.402988388441425, 21.325284037266186, 28.11564231081547]"
50.png,"[(7, 39), (7, 71), (19, 32)]","[18.34137691266856, 16.834186419944203, 17.16748901029906]"
51.png,"[(27, 43), (98, 65), (18, 6), (7, 44), (75, 76), (78, 80), (51, 18), (7, 90)]","[21.480385122553106, 17.953787242459324, 12.314846805623505, 6.007569321807286, 26.250952812612013, 12.062153936145299, 1.3862482974282242, 2.6012784040474712]"
52.png,"[(66, 79), (8, 37), (15, 35)]","[13.17361585949529, 11.376400261863083, 13.559980554190766]"
53.png,"[(10, 29), (85, 27), (32, 85)]","[13.617269018468795, 8.976088415364083, 10.472788031453417]"
54.png,"[(51, 15), (68, 38), (21, 18)]","[9.56979119720994, 16.014299664072386, 9.576302946429584]"
55.png,"[(67, 6), (40, 90), (17, 26), (37, 44), (81, 22)]","[0.6296718519050457, 11.115959155406667, 12.036279142231946, 11.156940228345032, 10.840949116149288]"
56.png,"[(31, 88), (86, 8), (45, 53), (19, 98), (6, 89), (7, 83), (74, 18), (15, 63)]","[33.6597727875583, -9.508237354739414, 20.78683514445223, 16.675600966577512, 28.38297419779007, 28.230886607443107, 15.799530925931574, 24.137056103895752]"
57.png,"[(21, 6), (63, 84), (71, 25), (2, 75), (73, 26), (96, 19), (92, 98), (78, 44)]","[9.794259231158865, -3.864899551441472, 4.076682411833561, 27.05562623422372, 5.6391329596973625, 9.716174743265109, 9.716197392194374, 11.155597448410674]"
58.png,"[(39, 17)]",[23.142723577574227]
59.png,"[(71, 71)]",[-6.513804792764455]
60.png,"[(87, 48), (66, 16), (60, 42), (15, 10), (29, 93)]","[-9.097588705565725, -5.860498438989835, 28.3578077886422, 11.06037575323915, 36.88887249771565]"
61.png,"[(40, 33), (99, 61), (25, 43), (63, 87), (7, 44), (12, 71), (90, 41), (13, 15), (53, 94)]","[4.117342561344801, 23.178117710625322, 2.4245452819728395, 35.20290180004511, 29.833165220510505, 14.15231345954508, 23.528042271710696, 23.584869628794287, 28.821821216995883]"
62.png,"[(3, 55), (2, 25), (50, 22), (42, 65), (21, 40), (45, 27), (34, 48), (0, 10)]","[9.511985067544403, 7.166421787948389, 6.434621474953774, 12.556936039795763, 15.491112780359902, 7.713243631227408, 12.676715433616726, 6.7703372496278185]"
63.png,"[(2, 52), (65, 46), (81, 29), (54, 73), (28, 66), (73, 99), (39, 20)]","[12.736069482598005, 11.744159054676235, 11.865051008832403, 8.201568548439084, 24.76145298143341, 9.988311925645847, 21.68469608803568]"
64.png,"[(53, 68), (99, 13), (93, 11), (76, 53), (44, 72)]","[11.592652969638959, 7.107127711445583, 7.730331490693523, 10.086741691483182, 11.215635302284731]"
65.png,"[(66, 12), (38, 54)]","[43.01487937772906, 28.626442314029056]"
66.png,"[(11, 88), (35, 98), (46, 9), (77, 76), (81, 33), (90, 7), (8, 17), (80, 53), (60, 34)]","[0.6668047920112632, 15.573066725391817, 16.90782117511105, 23.967241424913677, 10.289864369744109, 15.203691195568934, 23.337453696421154, -3.6704151763912156, -23.028154102093474]"
67.png,"[(91, 33)]",[18.511976407857627]
68.png,"[(21, 52), (94, 36), (62, 95), (95, 51), (63, 12), (39, 79), (97, 64), (52, 94)]","[30.558409568744914, 43.498166022445446, 13.331689953300113, 36.6852157446942, 13.567418047134126, 32.17163966726238, 39.29830445383322, 20.29375039356797]"
69.png,"[(79, 57)]",[14.789453598714978]
70.png,"[(96, 14), (92, 90), (45, 89), (67, 69), (33, 37), (53, 31)]","[12.480304243912128, 12.480277932464839, 11.335529717338405, -4.165838094349866, 12.480275813674325, 3.9208813353034113]"
71.png,"[(67, 40), (41, 58), (73, 52), (74, 65)]","[4.6671153960426, 32.47523840297832, 24.94416273606695, 2.380931575960075]"
72.png,"[(23, 24)]",[8.572191301653204]
73.png,"[(10, 27), (60, 26), (56, 50)]","[7.966933674157771, 15.4369136632072, 8.082592526861458]"
74.png,"[(11, 64)]",[31.749813162681832]
75.png,"[(57, 54), (85, 18), (87, 23), (53, 5), (93, 10), (64, 38), (65, 54), (99, 4)]","[14.781571899947648, 6.194614573258013, 4.216191953673309, 11.71911678917107, 4.331114355078709, 6.559446795125107, 17.282992392442196, 5.018390394988314]"
76.png,"[(95, 4), (68, 8), (51, 64), (59, 29), (65, 84), (48, 26), (80, 9), (31, 98)]","[9.356996234619297, -5.679276484217554, 4.24540332711953, -4.472643674777579, -4.665574268459711, 4.2523665851599155, -7.214308451078046, 22.401792240857517]"
77.png,"[(69, 85), (38, 90)]","[18.540085206303043, 21.80286218344138]"
78.png,"[(66, 73), (56, 18), (47, 70), (93, 26), (9, 70), (9, 38), (35, 47)]","[-2.189090107813124, 2.285418867223208, 17.087223599648414, 9.381526251050904, 26.497686217850887, 26.219229794725184, -1.0079025154639814]"
79.png,"[(65, 26), (16, 78)]","[14.842942813044223, 14.842942809926095]"
80.png,"[(1, 33), (9, 90)]","[31.627911968021824, 0.1675589846832306]"
81.png,"[(66, 15)]",[22.979504213364446]
82.png,"[(85, 45), (79, 92), (9, 32), (99, 94)]","[12.116656171495839, 4.293421475610826, 8.699618358860425, 14.914650538192681]"
83.png,"[(48, 43), (82, 26), (39, 72), (95, 69), (65, 16)]","[3.651412370111344, 1.218775345066525, 14.42916018907852, -6.664961548524321, 30.415443984885936]"
84.png,"[(26, 19), (72, 49), (4, 14)]","[25.631191493548844, 13.209521063876858, 12.057449340888343]"
85.png,"[(20, 4)]",[44.541406408501274]
86.png,"[(77, 98), (14, 32), (31, 43), (93, 98), (32, 79), (86, 32), (2, 1)]","[12.549560942435194, 13.81997769433902, 16.50150217602296, 9.505021655118858, 7.21337712618231, 16.344450499540393, 36.652000439873774]"
87.png,"[(80, 87), (72, 49), (82, 18), (74, 13), (8, 14), (45, 75)]","[14.831977261026516, 13.698790581293203, 13.87363430004554, 14.357603182147143, 12.475588208598266, 14.665637821819427]"
88.png,"[(42, 56), (69, 44), (19, 36)]","[20.59010356193794, 13.157181910073104, 18.090085317299295]"
89.png,"[(50, 86), (38, 59)]","[16.743191622433685, 16.74546185620067]"
90.png,"[(58, 90), (30, 46), (63, 92), (44, 26), (9, 12), (87, 12), (90, 90)]","[14.29614537468799, 14.188174081832152, 21.180055412318104, 15.28131207418433, 16.716194835639357, 14.227388455330287, 14.137711821599362]"
91.png,"[(97, 55), (75, 76), (21, 75), (75, 19), (17, 18), (59, 32)]","[-5.8663207544767175, 9.82442922740677, 22.187330467240574, 9.824429230220625, 16.958688337511937, 11.67050785284643]"
92.png,"[(70, 76), (54, 65), (12, 21), (32, 99), (87, 50), (72, 52), (12, 91)]","[-4.974757117826495, 16.567942135879857, 27.788627097033544, 11.25961865480512, 16.371340310912995, 23.943950094209168, 7.830042317416431]"
93.png,"[(93, 52)]",[9.592300824533966]
94.png,"[(58, 56), (79, 30), (66, 30), (8, 60), (0, 38), (19, 16), (46, 34), (56, 46)]","[13.891577972638885, 0.24235840927219587, 14.35918223568834, 18.00988807455188, 12.894447317477516, 28.0189951335624, -4.319516017509853, 17.779199774741027]"
95.png,"[(89, 18), (48, 66), (18, 81), (11, 43), (33, 80)]","[-6.0994522356805065, 9.936265306952878, 17.645007328198457, 9.636809727749542, 21.51056748073869]"
96.png,"[(98, 21), (42, 3)]","[1.0777710475676476, 17.804713221962714]"
97.png,"[(50, 84), (98, 72), (10, 25), (17, 22), (3, 62)]","[26.61031130045006, 25.839499286600283, 23.19795678842364, 25.78070437180104, 21.067813932125972]"
98.png,"[(74, 12), (99, 88), (83, 57), (68, 47), (70, 88)]","[22.82073121819315, 12.547285081358599, -13.887203778921469, 16.207576243395266, 19.213824069405266]"
99.png,"[(36, 28), (62, 63), (60, 47), (60, 1)]","[20.310940886244428, 26.655539310340377, 24.31208036374548, 26.50047254484121]"
