0,1,2
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804120223_20190804120456_tile_67.tif,"[(818, 99), (546, 637), (317, 231), (282, 77), (86, 413), (736, 431), (119, 500), (263, 291), (322, 741), (445, 808)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_106.tif,"[(40, 649), (633, 677), (119, 28), (780, 308), (451, 395), (604, 691), (423, 25), (8, 561), (78, 189), (653, 668)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_107.tif,"[(634, 215), (734, 572), (332, 622), (197, 702), (442, 629), (149, 780), (742, 352), (620, 507), (443, 713), (890, 417)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_108.tif,"[(405, 877), (543, 62), (19, 717), (181, 590), (414, 543), (185, 60), (840, 360), (638, 714), (844, 614), (212, 277)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_109.tif,"[(738, 405), (861, 880), (182, 336), (476, 53), (348, 666), (295, 564), (464, 362), (691, 483), (796, 131), (361, 693)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_112.tif,"[(763, 741), (534, 173), (99, 807), (346, 416), (876, 794), (723, 174), (209, 563), (652, 673), (594, 797), (121, 337)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_118.tif,"[(34, 666), (30, 291), (572, 681), (3, 97), (448, 412), (698, 76), (587, 23), (164, 262), (191, 316), (33, 106)]","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_119.tif,"[(741, 467), (102, 388), (148, 894), (882, 468), (590, 718), (753, 44), (289, 680), (298, 275), (134, 272), (365, 7)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_120.tif,"[(538, 584), (24, 592), (173, 26), (430, 442), (618, 558), (589, 162), (343, 54), (583, 363), (535, 632), (616, 714)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_121.tif,"[(605, 95), (343, 793), (507, 771), (62, 169), (660, 8), (402, 757), (13, 221), (397, 440), (143, 372), (32, 332)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822091156_20190822091502_tile_122.tif,"[(235, 455), (500, 871), (500, 71), (687, 886), (140, 495), (895, 698), (432, 883), (680, 623), (649, 256), (341, 662)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822094509_20190822094813_tile_168.tif,"[(79, 733), (202, 530), (118, 867), (99, 393), (446, 669), (602, 192), (360, 252), (802, 116), (64, 524), (8, 680)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822094509_20190822094813_tile_169.tif,"[(719, 723), (835, 56), (273, 460), (673, 839), (52, 757), (246, 684), (583, 791), (166, 28), (378, 444), (327, 558)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822080619_20190822080931_tile_217.tif,"[(535, 27), (826, 690), (358, 693), (58, 356), (613, 460), (813, 784), (139, 547), (360, 430), (471, 276), (163, 41)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822080619_20190822080931_tile_223.tif,"[(750, 206), (868, 461), (380, 738), (29, 652), (122, 755), (573, 123), (395, 7), (537, 608), (860, 850), (348, 560)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822080619_20190822080931_tile_228.tif,"[(141, 889), (276, 46), (196, 554), (419, 565), (344, 650), (624, 197), (480, 479), (249, 229), (569, 483), (724, 614)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822080619_20190822080931_tile_229.tif,"[(369, 661), (490, 436), (167, 667), (40, 635), (101, 853), (829, 897), (235, 646), (301, 790), (194, 24), (442, 554)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_272.tif,"[(159, 840), (614, 499), (80, 767), (719, 158), (156, 196), (459, 25), (553, 516), (27, 606), (600, 562), (166, 791)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_273.tif,"[(844, 300), (315, 398), (266, 359), (48, 834), (53, 112), (566, 379), (661, 511), (898, 693), (683, 483), (138, 876)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_274.tif,"[(542, 363), (258, 432), (879, 554), (886, 863), (253, 837), (604, 441), (257, 54), (63, 74), (394, 287), (211, 537)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_275.tif,"[(735, 595), (697, 743), (827, 621), (743, 307), (479, 507), (540, 303), (396, 825), (848, 344), (81, 159), (543, 633)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_276.tif,"[(511, 95), (380, 114), (794, 35), (502, 332), (541, 441), (13, 111), (379, 828), (541, 711), (266, 270), (291, 543)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_277.tif,"[(52, 734), (276, 255), (304, 404), (216, 586), (686, 534), (542, 873), (768, 70), (7, 642), (534, 544), (277, 199)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_284.tif,"[(654, 350), (634, 875), (7, 805), (351, 486), (283, 419), (443, 702), (716, 852), (376, 233), (153, 375), (815, 890)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_288.tif,"[(202, 423), (277, 346), (309, 259), (711, 225), (694, 349), (32, 80), (20, 284), (767, 714), (95, 50), (480, 208)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_289.tif,"[(818, 703), (574, 627), (172, 328), (426, 725), (262, 783), (822, 10), (302, 5), (341, 71), (189, 817), (657, 245)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823133754_20190823134101_tile_290.tif,"[(814, 509), (826, 127), (731, 749), (533, 432), (727, 121), (298, 189), (538, 693), (196, 5), (175, 336), (856, 124)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_327.tif,"[(188, 441), (867, 4), (405, 106), (47, 703), (553, 760), (447, 192), (209, 241), (570, 377), (199, 395), (745, 881)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_331.tif,"[(676, 93), (216, 748), (802, 861), (5, 868), (644, 518), (519, 142), (804, 198), (792, 588), (860, 509), (653, 711)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_333.tif,"[(284, 595), (379, 435), (464, 855), (63, 56), (709, 402), (470, 349), (449, 163), (398, 878), (295, 151), (780, 128)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_335.tif,"[(148, 494), (194, 545), (18, 195), (470, 745), (192, 502), (572, 745), (737, 16), (887, 9), (565, 284), (137, 408)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_337.tif,"[(42, 32), (124, 539), (191, 539), (610, 278), (466, 676), (113, 798), (859, 508), (489, 258), (493, 76), (562, 421)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_341.tif,"[(620, 102), (136, 253), (279, 638), (148, 252), (305, 524), (12, 2), (609, 8), (225, 526), (37, 200), (227, 695)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190804143251_20190804143533_tile_343.tif,"[(710, 351), (736, 421), (568, 252), (379, 78), (308, 653), (416, 850), (700, 882), (36, 443), (883, 209), (442, 782)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823065505_20190823065800_tile_388.tif,"[(348, 106), (124, 392), (28, 652), (299, 321), (73, 490), (5, 122), (212, 765), (584, 670), (183, 229), (568, 547)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823065505_20190823065800_tile_389.tif,"[(405, 215), (329, 165), (259, 622), (209, 395), (191, 562), (105, 855), (76, 52), (346, 863), (739, 20), (668, 542)]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823065505_20190823065800_tile_398.tif,"[(147, 798), (566, 315), (419, 896), (85, 29), (1, 785), (49, 182), (830, 79), (371, 76), (325, 654), (329, 72)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823065505_20190823065800_tile_399.tif,"[(146, 368), (562, 541), (191, 464), (300, 299), (188, 738), (540, 325), (15, 94), (745, 751), (114, 132), (760, 189)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823065505_20190823065800_tile_400.tif,"[(682, 455), (856, 570), (766, 88), (555, 494), (271, 269), (703, 545), (477, 362), (39, 70), (581, 871), (619, 462)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_436.tif,"[(779, 740), (770, 215), (262, 541), (409, 473), (205, 159), (777, 77), (239, 752), (525, 809), (874, 544), (141, 1)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_437.tif,"[(673, 710), (172, 459), (776, 428), (321, 578), (601, 413), (245, 530), (672, 178), (53, 294), (402, 816), (851, 210)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_440.tif,"[(176, 301), (165, 770), (857, 782), (833, 714), (275, 857), (545, 219), (148, 632), (792, 591), (567, 73), (315, 184)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_441.tif,"[(673, 396), (184, 598), (714, 101), (528, 270), (31, 245), (476, 462), (369, 331), (162, 489), (204, 208), (336, 200)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_442.tif,"[(373, 478), (249, 262), (388, 96), (789, 860), (235, 333), (83, 300), (74, 323), (343, 117), (136, 374), (791, 379)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_443.tif,"[(105, 118), (49, 95), (804, 454), (820, 195), (35, 210), (405, 148), (836, 374), (578, 714), (465, 676), (52, 38)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_444.tif,"[(607, 850), (1, 826), (232, 47), (832, 814), (743, 281), (257, 641), (568, 332), (39, 2), (264, 81), (128, 462)]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_445.tif,"[(666, 635), (889, 21), (746, 36), (397, 103), (115, 692), (698, 895), (240, 465), (133, 818), (492, 192), (269, 306)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_446.tif,"[(679, 98), (891, 435), (328, 8), (832, 701), (23, 257), (347, 462), (741, 703), (794, 893), (104, 604), (736, 719)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_447.tif,"[(535, 116), (518, 382), (575, 476), (424, 28), (551, 494), (2, 27), (826, 314), (631, 311), (641, 661), (154, 778)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_450.tif,"[(531, 285), (634, 300), (146, 100), (323, 268), (116, 821), (336, 96), (79, 589), (13, 411), (73, 226), (443, 386)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_451.tif,"[(302, 626), (842, 827), (559, 362), (283, 780), (511, 333), (262, 458), (337, 673), (830, 816), (647, 629), (106, 646)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_452.tif,"[(130, 54), (50, 662), (408, 407), (442, 734), (888, 343), (842, 296), (210, 304), (776, 585), (894, 419), (87, 717)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_453.tif,"[(423, 416), (603, 827), (292, 793), (289, 754), (740, 676), (172, 596), (852, 818), (400, 333), (609, 466), (36, 794)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_454.tif,"[(537, 393), (343, 580), (90, 29), (510, 140), (670, 587), (134, 87), (284, 637), (841, 422), (629, 166), (230, 289)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_455.tif,"[(136, 46), (488, 636), (183, 183), (720, 494), (82, 142), (694, 677), (811, 762), (874, 107), (835, 398), (595, 311)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190823082625_20190823082938_tile_456.tif,"[(309, 341), (70, 473), (860, 754), (789, 424), (14, 447), (26, 200), (871, 846), (746, 151), (56, 183), (19, 341)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_495.tif,"[(479, 125), (57, 235), (453, 865), (19, 633), (640, 16), (704, 380), (631, 329), (539, 886), (204, 79), (340, 225)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_498.tif,"[(797, 330), (313, 284), (305, 506), (854, 672), (193, 298), (472, 572), (516, 406), (878, 576), (461, 818), (676, 288)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_499.tif,"[(513, 92), (91, 189), (276, 669), (102, 574), (160, 882), (133, 403), (479, 415), (590, 766), (639, 871), (423, 461)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_500.tif,"[(875, 518), (855, 200), (694, 509), (301, 707), (648, 135), (511, 305), (150, 266), (575, 794), (568, 428), (438, 47)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_501.tif,"[(131, 857), (440, 617), (870, 246), (435, 626), (807, 183), (107, 269), (769, 877), (316, 365), (696, 407), (497, 830)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_502.tif,"[(719, 467), (620, 458), (197, 62), (756, 793), (111, 399), (568, 786), (471, 355), (284, 582), (269, 613), (240, 602)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_503.tif,"[(439, 686), (354, 850), (225, 162), (80, 824), (483, 151), (553, 71), (891, 697), (734, 307), (131, 418), (879, 80)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_504.tif,"[(34, 783), (531, 287), (27, 112), (245, 239), (554, 38), (536, 766), (696, 660), (838, 650), (811, 149), (610, 10)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_505.tif,"[(182, 498), (792, 167), (286, 478), (515, 201), (501, 660), (426, 607), (597, 319), (684, 866), (790, 572), (745, 825)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_506.tif,"[(655, 730), (664, 93), (658, 350), (290, 543), (601, 309), (381, 770), (717, 546), (173, 310), (549, 480), (159, 473)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_507.tif,"[(829, 606), (282, 401), (23, 201), (653, 592), (824, 99), (250, 380), (214, 683), (474, 214), (329, 73), (551, 84)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_510.tif,"[(559, 876), (749, 564), (830, 553), (109, 213), (765, 244), (720, 120), (258, 237), (19, 606), (420, 823), (569, 145)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_511.tif,"[(154, 874), (853, 79), (173, 683), (671, 629), (814, 226), (418, 842), (210, 486), (584, 397), (347, 703), (216, 751)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_512.tif,"[(112, 728), (11, 281), (690, 537), (515, 895), (3, 296), (394, 70), (403, 781), (723, 321), (496, 39), (311, 598)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_513.tif,"[(51, 873), (563, 534), (565, 246), (381, 153), (164, 358), (203, 442), (372, 108), (553, 298), (892, 798), (399, 207)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822093113_20190822093410_tile_514.tif,"[(170, 222), (603, 104), (600, 643), (20, 67), (841, 455), (276, 375), (12, 226), (763, 868), (465, 571), (564, 359)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_547.tif,"[(789, 107), (659, 584), (259, 207), (680, 85), (305, 629), (273, 482), (55, 764), (110, 12), (136, 497), (280, 211)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_551.tif,"[(749, 806), (228, 833), (198, 722), (185, 472), (209, 213), (397, 344), (792, 309), (482, 199), (373, 495), (269, 173)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_552.tif,"[(361, 196), (231, 324), (617, 116), (586, 193), (515, 267), (778, 505), (764, 255), (413, 211), (600, 878), (56, 842)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_553.tif,"[(894, 150), (262, 13), (402, 736), (768, 888), (153, 50), (779, 504), (708, 766), (509, 449), (852, 115), (849, 135)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_554.tif,"[(124, 187), (256, 698), (865, 507), (53, 81), (324, 555), (426, 481), (704, 678), (499, 676), (367, 699), (433, 879)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_555.tif,"[(200, 722), (173, 472), (666, 130), (430, 710), (278, 116), (323, 560), (328, 450), (369, 729), (573, 228), (225, 312)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_556.tif,"[(270, 378), (789, 311), (47, 459), (690, 694), (820, 618), (725, 475), (591, 233), (451, 865), (810, 113), (709, 29)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822085151_20190822085445_tile_557.tif,"[(451, 572), (334, 76), (605, 449), (773, 57), (35, 361), (445, 849), (892, 199), (469, 633), (636, 357), (844, 119)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822080151_20190822080440_tile_603.tif,"[(9, 842), (249, 708), (859, 407), (73, 66), (578, 892), (741, 876), (429, 368), (584, 345), (540, 532), (482, 759)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
SN6_Train_AOI_11_Rotterdam_PS-RGBNIR_20190822080151_20190822080440_tile_605.tif,"[(572, 760), (663, 529), (445, 724), (736, 659), (152, 562), (697, 53), (401, 739), (124, 723), (447, 780), (635, 772)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
